"global","stock","m","g","b","d","c_","del","r","f","rho_plus","vul","eq"
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
FALSE,FALSE,0.05,0.1,0.605,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.61,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.615,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.62,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.63,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.635,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.64,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.645,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.65,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.655,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.66,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6625,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.665,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.67,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.675,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6775,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.68,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6825,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.685,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6875,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.69,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6925,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.695,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.6975,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7025,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.705,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7075,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.71,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7125,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.715,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7175,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.72,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7225,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.725,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7275,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.73,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7325,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.735,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7375,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.74,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7425,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.745,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7475,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.75,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7525,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.755,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7575,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.76,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7625,0.1,0.2,0.1,0.01,0.9,0,NA,0.000124827438381952
FALSE,FALSE,0.05,0.1,0.765,0.1,0.2,0.1,0.01,0.9,8e-04,0.611111111111111,0.000205934954061434
FALSE,FALSE,0.05,0.1,0.7675,0.1,0.2,0.1,0.01,0.9,0,NA,7.10952136354955e-05
FALSE,FALSE,0.05,0.1,0.77,0.1,0.2,0.1,0.01,0.9,2e-04,0.75,0.000151295465699341
FALSE,FALSE,0.05,0.1,0.7725,0.1,0.2,0.1,0.01,0.9,8e-04,0.625,0.000196103178961376
FALSE,FALSE,0.05,0.1,0.775,0.1,0.2,0.1,0.01,0.9,5e-04,0.7,0.00027999729003174
FALSE,FALSE,0.05,0.1,0.7775,0.1,0.2,0.1,0.01,0.9,0,1,0.000255343789945624
FALSE,FALSE,0.05,0.1,0.78,0.1,0.2,0.1,0.01,0.9,0,NA,0
FALSE,FALSE,0.05,0.1,0.7825,0.1,0.2,0.1,0.01,0.9,0,1,0.000151905454175278
FALSE,FALSE,0.05,0.1,0.785,0.1,0.2,0.1,0.01,0.9,0.0017,0.625,0.000372491283908745
FALSE,FALSE,0.05,0.1,0.7875,0.1,0.2,0.1,0.01,0.9,0.0023,0.613636363636364,0.000374853567799623
FALSE,FALSE,0.05,0.1,0.79,0.1,0.2,0.1,0.01,0.9,4e-04,0.5,0.000438832089844238
FALSE,FALSE,0.05,0.1,0.7925,0.1,0.2,0.1,0.01,0.9,0.0037,0.6,0.00130535562809313
FALSE,FALSE,0.05,0.1,0.795,0.1,0.2,0.1,0.01,0.9,0.002,0.525,0.000500453717850179
FALSE,FALSE,0.05,0.1,0.7975,0.1,0.2,0.1,0.01,0.9,0.0011,0.625,0.000577601178982953
FALSE,FALSE,0.05,0.1,0.8,0.1,0.2,0.1,0.01,0.9,2e-04,0.75,0.000184217746294491
FALSE,FALSE,0.05,0.1,0.8025,0.1,0.2,0.1,0.01,0.9,0,1,0.00105692051683658
FALSE,FALSE,0.05,0.1,0.805,0.1,0.2,0.1,0.01,0.9,0,1,0.000112028449107542
FALSE,FALSE,0.05,0.1,0.8075,0.1,0.2,0.1,0.01,0.9,4e-04,0.833333333333333,0.000364482776967557
FALSE,FALSE,0.05,0.1,0.81,0.1,0.2,0.1,0.01,0.9,0,1,0.000206293775729718
FALSE,FALSE,0.05,0.1,0.8125,0.1,0.2,0.1,0.01,0.9,6e-04,0.583333333333333,0.00029507993024198
FALSE,FALSE,0.05,0.1,0.815,0.1,0.2,0.1,0.01,0.9,0.0059,0.645454545454546,0.00173592544766194
FALSE,FALSE,0.05,0.1,0.8175,0.1,0.2,0.1,0.01,0.9,0.002,0.714285714285714,0.000969666173881925
FALSE,FALSE,0.05,0.1,0.82,0.1,0.2,0.1,0.01,0.9,0.001,0.722222222222222,0.000252223497866344
FALSE,FALSE,0.05,0.1,0.8225,0.1,0.2,0.1,0.01,0.9,0,1,0.000141310978832065
FALSE,FALSE,0.05,0.1,0.825,0.1,0.2,0.1,0.01,0.9,0.0059,0.571428571428571,0.00148548294949164
FALSE,FALSE,0.05,0.1,0.8275,0.1,0.2,0.1,0.01,0.9,8e-04,0.625,0.000210075585896004
FALSE,FALSE,0.05,0.1,0.83,0.1,0.2,0.1,0.01,0.9,2e-04,1,0.000345127869567687
FALSE,FALSE,0.05,0.1,0.8325,0.1,0.2,0.1,0.01,0.9,0,1,0.000538053971847231
FALSE,FALSE,0.05,0.1,0.835,0.1,0.2,0.1,0.01,0.9,0.0015,0.5,0.000311794783987538
FALSE,FALSE,0.05,0.1,0.8375,0.1,0.2,0.1,0.01,0.9,0,1,0.00107068769412621
FALSE,FALSE,0.05,0.1,0.84,0.1,0.2,0.1,0.01,0.9,0.0011,0.7,0.000270436302754097
FALSE,FALSE,0.05,0.1,0.8425,0.1,0.2,0.1,0.01,0.9,0.0015,0.615384615384615,0.000166350174179031
FALSE,FALSE,0.05,0.1,0.845,0.1,0.2,0.1,0.01,0.9,0,1,0.00040464223134377
FALSE,FALSE,0.05,0.1,0.8475,0.1,0.2,0.1,0.01,0.9,9e-04,0.666666666666667,0.000361091963125929
FALSE,FALSE,0.05,0.1,0.85,0.1,0.2,0.1,0.01,0.9,0.0017,0.53125,0.000266244891585647
FALSE,FALSE,0.05,0.1,0.8525,0.1,0.2,0.1,0.01,0.9,0.0012,0.666666666666667,0.00021742061347252
FALSE,FALSE,0.05,0.1,0.855,0.1,0.2,0.1,0.01,0.9,0,NA,0.000113551656428968
FALSE,FALSE,0.05,0.1,0.8575,0.1,0.2,0.1,0.01,0.9,0.0072,0.493150684931507,0.000961521390485086
FALSE,FALSE,0.05,0.1,0.86,0.1,0.2,0.1,0.01,0.9,0.0015,0.571428571428571,0.00018948749282126
FALSE,FALSE,0.05,0.1,0.8625,0.1,0.2,0.1,0.01,0.9,0.0052,0.48,0.00072350303468359
FALSE,FALSE,0.05,0.1,0.865,0.1,0.2,0.1,0.01,0.9,0,NA,0.000100406658475434
FALSE,FALSE,0.05,0.1,0.8675,0.1,0.2,0.1,0.01,0.9,0,NA,8.44448752461421e-05
FALSE,FALSE,0.05,0.1,0.87,0.1,0.2,0.1,0.01,0.9,0.001,0.666666666666667,0.000150761549045172
FALSE,FALSE,0.05,0.1,0.8725,0.1,0.2,0.1,0.01,0.9,0.0029,0.596153846153846,0.0010580402934916
FALSE,FALSE,0.05,0.1,0.875,0.1,0.2,0.1,0.01,0.9,0,NA,0.000120441511368137
FALSE,FALSE,0.05,0.1,0.8775,0.1,0.2,0.1,0.01,0.9,0,NA,3.24488913862735e-05
FALSE,FALSE,0.05,0.1,0.88,0.1,0.2,0.1,0.01,0.9,0.001,0.35,0.000329594112305469
FALSE,FALSE,0.05,0.1,0.8825,0.1,0.2,0.1,0.01,0.9,0.0018,0.676470588235294,0.000738188662926594
FALSE,FALSE,0.05,0.1,0.885,0.1,0.2,0.1,0.01,0.9,0,NA,0.00016730958312732
FALSE,FALSE,0.05,0.1,0.8875,0.1,0.2,0.1,0.01,0.9,0,1,0.00068563154129428
FALSE,FALSE,0.05,0.1,0.89,0.1,0.2,0.1,0.01,0.9,0,NA,0.000186977304551297
FALSE,FALSE,0.05,0.1,0.8925,0.1,0.2,0.1,0.01,0.9,0.0051,0.571428571428571,0.00160989129536153
FALSE,FALSE,0.05,0.1,0.895,0.1,0.2,0.1,0.01,0.9,0.0017,0.5625,0.000318048100279847
FALSE,FALSE,0.05,0.1,0.8975,0.1,0.2,0.1,0.01,0.9,0,NA,9.8155715841695e-05
FALSE,FALSE,0.05,0.1,0.9,0.1,0.2,0.1,0.01,0.9,0,1,0.000280517102756206
FALSE,FALSE,0.05,0.1,0.9025,0.1,0.2,0.1,0.01,0.9,9e-04,0.625,0.000371943384150318
FALSE,FALSE,0.05,0.1,0.905,0.1,0.2,0.1,0.01,0.9,0,NA,0.00014961593923891
FALSE,FALSE,0.05,0.1,0.9075,0.1,0.2,0.1,0.01,0.9,0.0013,0.461538461538462,0.000418985989789347
FALSE,FALSE,0.05,0.1,0.91,0.1,0.2,0.1,0.01,0.9,0.0031,0.419354838709677,0.000540478632178838
FALSE,FALSE,0.05,0.1,0.9125,0.1,0.2,0.1,0.01,0.9,0.0022,0.5,8.01148455611612e-05
FALSE,FALSE,0.05,0.1,0.915,0.1,0.2,0.1,0.01,0.9,0,NA,0.000229116762707029
FALSE,FALSE,0.05,0.1,0.9175,0.1,0.2,0.1,0.01,0.9,0,1,0.00011169295986994
FALSE,FALSE,0.05,0.1,0.92,0.1,0.2,0.1,0.01,0.9,0,NA,8.78339401699738e-05
FALSE,FALSE,0.05,0.1,0.9225,0.1,0.2,0.1,0.01,0.9,0,1,0.000550235842113805
FALSE,FALSE,0.05,0.1,0.925,0.1,0.2,0.1,0.01,0.9,0,1,0.000412027783042025
FALSE,FALSE,0.05,0.1,0.9275,0.1,0.2,0.1,0.01,0.9,0.0065,0.530769230769231,0.00124087669221527
FALSE,FALSE,0.05,0.1,0.93,0.1,0.2,0.1,0.01,0.9,0.0017,0.5,0.000262235811504692
FALSE,FALSE,0.05,0.1,0.9325,0.1,0.2,0.1,0.01,0.9,4e-04,0.625,0.000165570059205932
FALSE,FALSE,0.05,0.1,0.935,0.1,0.2,0.1,0.01,0.9,0.0017,0.5,0.000142402234274825
FALSE,FALSE,0.05,0.1,0.9375,0.1,0.2,0.1,0.01,0.9,0.001,0.35,0.000390857184398082
FALSE,FALSE,0.05,0.1,0.94,0.1,0.2,0.1,0.01,0.9,0,NA,0.000157980599314708
FALSE,FALSE,0.05,0.1,0.9425,0.1,0.2,0.1,0.01,0.9,9e-04,0.714285714285714,0.00116405041013282
FALSE,FALSE,0.05,0.1,0.945,0.1,0.2,0.1,0.01,0.9,0.0024,0.4375,0.000781904041554969
FALSE,FALSE,0.05,0.1,0.9475,0.1,0.2,0.1,0.01,0.9,0.0063,0.581967213114754,0.000291059944749331
FALSE,FALSE,0.05,0.1,0.95,0.1,0.2,0.1,0.01,0.9,0.002,0.625,0.000407827774960145
FALSE,FALSE,0.05,0.1,0.9525,0.1,0.2,0.1,0.01,0.9,0,NA,7.99326636747846e-05
FALSE,FALSE,0.05,0.1,0.955,0.1,0.2,0.1,0.01,0.9,0,NA,5.0435272137467e-05
FALSE,FALSE,0.05,0.1,0.9575,0.1,0.2,0.1,0.01,0.9,0,1,0.00025691701289869
FALSE,FALSE,0.05,0.1,0.96,0.1,0.2,0.1,0.01,0.9,0.0011,0.545454545454545,0.000532676255581403
FALSE,FALSE,0.05,0.1,0.9625,0.1,0.2,0.1,0.01,0.9,0,1,9.31954377557103e-05
FALSE,FALSE,0.05,0.1,0.965,0.1,0.2,0.1,0.01,0.9,0.0053,0.584905660377358,0.00118568522776157
FALSE,FALSE,0.05,0.1,0.9675,0.1,0.2,0.1,0.01,0.9,0.0015,0.461538461538462,0.000141433241977092
FALSE,FALSE,0.05,0.1,0.97,0.1,0.2,0.1,0.01,0.9,0,1,0.000183496607258138
FALSE,FALSE,0.05,0.1,0.9725,0.1,0.2,0.1,0.01,0.9,0,1,0.000117507165376007
FALSE,FALSE,0.05,0.1,0.975,0.1,0.2,0.1,0.01,0.9,0,NA,0.000199251280420186
FALSE,FALSE,0.05,0.1,0.9775,0.1,0.2,0.1,0.01,0.9,9e-04,0.5,6.64170934733952e-05
FALSE,FALSE,0.05,0.1,0.98,0.1,0.2,0.1,0.01,0.9,0,1,0.000117507165376007
FALSE,FALSE,0.05,0.1,0.9825,0.1,0.2,0.1,0.01,0.9,0.0016,0.735294117647059,0.000293488675616928
FALSE,FALSE,0.05,0.1,0.985,0.1,0.2,0.1,0.01,0.9,0.0014,0.428571428571429,0.000211105889478843
FALSE,FALSE,0.05,0.1,0.9875,0.1,0.2,0.1,0.01,0.9,0,1,0.000180212344677061
FALSE,FALSE,0.05,0.1,0.99,0.1,0.2,0.1,0.01,0.9,0,NA,9.78295585389759e-05
FALSE,FALSE,0.05,0.1,0.9925,0.1,0.2,0.1,0.01,0.9,0,NA,8.22871848359821e-05
FALSE,FALSE,0.05,0.1,0.995,0.1,0.2,0.1,0.01,0.9,0,NA,8.22871848359821e-05
FALSE,FALSE,0.05,0.1,0.9975,0.1,0.2,0.1,0.01,0.9,0.0013,0.416666666666667,0.000181031806639161
FALSE,FALSE,0.05,0.1,1,0.1,0.2,0.1,0.01,0.9,0.0017,0.529411764705882,0.000378521050245517
"global","stock","m","g","b","d","c_","del","r","f","rho","vul","equlbr"
TRUE,TRUE,0.05,0.1,0.2,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2025,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.205,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2075,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.21,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2125,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.215,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2175,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.22,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2225,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.225,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2275,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.23,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2325,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.235,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2375,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.24,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2425,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.245,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2475,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.25,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2525,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.255,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2575,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.26,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2625,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.265,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2675,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.27,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2725,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.275,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2775,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.28,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2825,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.285,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2875,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.29,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2925,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.295,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.2975,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3025,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.305,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3075,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.31,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3125,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.315,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3175,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.32,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3225,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.325,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3275,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.33,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3325,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.335,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3375,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.34,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3425,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.345,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3475,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.35,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3525,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.355,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3575,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.36,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3625,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.365,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3675,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.37,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3725,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.375,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3775,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.38,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3825,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.385,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3875,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.39,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3925,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.395,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.3975,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4025,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.405,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4075,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.41,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4125,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.415,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4175,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.42,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4225,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.425,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4275,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.43,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4325,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.435,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4375,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.44,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4425,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.445,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.4475,0.1,0.2,0.1,0.01,0.9,0,NA,0
TRUE,TRUE,0.05,0.1,0.45,0.1,0.2,0.1,0.01,0.9,0,NA,0
